"";"Benin";"Burkina Faso";"Gambia";"Ghana";"Guinea";"Guinea-Bissau";"Ivory Coast";"Liberia";"Mali";"Niger";"Nigeria";"Senegal";"Sierra Leone";"Togo";"n_countries"
"Leucocoprinus biornatus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Leucocoprinus birnbaumii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Leucocoprinus brebissonii";0;0;0;0;0;0;0;0;0;1;0;0;1;1;3
"Leucocoprinus cepistipes";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Leucocoprinus cretaceus";1;1;0;0;0;0;0;0;0;0;0;0;0;1;3
"Leucocoprinus flavescens";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Leucocoprinus fragilissimus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Leucocoprinus violaceus";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Leucodermia leucomelos";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Leucopaxillus brasiliensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Leveillula clavata";1;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"Leveillula taurica";0;0;0;1;1;0;1;0;0;0;1;1;1;1;7
"Leveillula taurica f. melongenae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Leveillula tropaeolicola";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Licea biforis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Lichtheimia blakesleeana";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Lichtheimia corymbifera";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Lichtheimia hyalospora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Lignosus sacer";0;0;0;0;1;0;0;0;0;0;0;0;1;1;3
"Linderina pennispora";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Lindtneria pterospora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Linhartia gyalideoides";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Linhartia varieseptata";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Linocarpon cajani";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Linocarpon elaeidis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Linocarpon manihotis";0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"Loflammia epiphylla";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Lomachashaka africana";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Lomachashaka cynodontis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Lopadium deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Lopadium elliottii";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Lopadium nigrobrunneum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Lopadium sepiaceum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Lunulospora curvula";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Lycogala epidendrum";0;0;0;1;1;0;0;1;0;0;1;0;0;0;4
"Lycogala exiguum";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Lycogalopsis solmsii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Lycoperdon ashantiense";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Lycoperdon excipuliforme";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Lycoperdon hiemale";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Lycoperdon longicaudum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Lycoperdon perlatum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Lycoperdon polymorphum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Lycoperdon pratense";0;0;0;1;0;0;0;0;0;0;1;0;1;1;4
"Lycoperdon umbrinoides";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Lycoperdon wrightii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Lyophyllum decastes";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"Lyromma nectandrae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Lysurus arachnoideus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Lysurus corallocephalus";0;0;0;1;0;0;0;0;0;0;1;0;0;1;3
"Macalpinomyces elymandrae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Macalpinomyces loudetiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Macalpinomyces nigritanae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Macalpinomyces spinulosus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Macbrideola martinii";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Macrocybe lobayensis";1;1;0;1;0;0;1;0;0;0;1;1;0;1;7
"Macrocybe spectabilis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Macrolepiota dolichaula";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Macrolepiota procera";0;0;0;1;1;0;0;0;0;0;1;0;0;0;3
"Macronectria jungneri";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Macronectria jungneri ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Macrophoma ensetes";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Macrophoma janiphae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Macrophoma scaphidiospora";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Macrophomina phaseolina";1;1;1;1;1;0;1;0;1;1;1;1;1;1;12
"Macrophomina pseudophaseolina";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Macrovalsaria leonensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Madurella mycetomatis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Malmidea granifera";0;0;0;0;1;0;0;0;0;0;1;0;1;0;3
"Malmidea hypomelaena";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmiellus afer";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Marasmiellus candidus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmiellus concolor";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmiellus inoderma";1;0;0;1;0;0;0;0;0;0;1;0;0;1;4
"Marasmiellus merulius";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmiellus paspali";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Marasmiellus scandens";0;0;0;1;1;0;1;0;0;0;1;0;1;0;5
"Marasmius africanus";0;0;0;1;0;0;1;1;0;0;1;0;0;0;4
"Marasmius aleurites";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmius apatelius";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius arborescens";0;0;0;1;0;0;0;0;0;0;1;0;0;1;3
"Marasmius atrorubens";1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"Marasmius baumannii";0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"Marasmius beelianus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius bekolacongoli";1;0;0;0;0;0;0;0;0;0;1;0;0;1;3
"Marasmius bingaensis";1;0;0;1;0;0;0;0;0;0;1;0;0;0;3
"Marasmius brunneolus";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Marasmius brunneoniger";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius buzungolo";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius carcharus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius castaneovelutinus";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"Marasmius confertus";0;0;1;0;0;0;0;0;0;0;1;0;0;0;2
"Marasmius corrugatiformis";1;0;0;1;0;0;1;0;0;0;1;0;0;0;4
"Marasmius crinis-equi";0;0;0;1;0;0;1;0;0;0;1;0;1;0;4
"Marasmius crispus";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Marasmius cupressiformis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius curreyi";1;0;0;0;0;0;0;0;0;0;0;0;1;0;2
"Marasmius cyphella";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmius delectans";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius echinosphaerus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius elaeocephalus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius favoloides";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Marasmius ferrugineus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmius ferruginoides";1;0;0;1;0;0;0;0;0;0;1;0;0;0;3
"Marasmius flavidulus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius foliiphilus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius fulvovelutinus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius gracillimus";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"Marasmius graminum";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Marasmius grandisetulosus";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Marasmius griseoviolaceus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Marasmius guyanensis";1;0;0;0;0;0;0;0;0;0;1;0;1;1;4
"Marasmius haediniformis";1;0;0;1;0;0;0;0;0;0;1;0;1;0;4
"Marasmius haedinus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius haematocephalus";1;0;0;1;0;0;1;0;0;0;1;0;1;0;5
"Marasmius heinemannianus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius jodocodos";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius katangensis";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Marasmius leveilleanus";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Marasmius lilacinoalbus";1;0;0;1;0;0;0;0;0;0;1;0;0;1;4
"Marasmius linderi";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Marasmius lolema";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius longistipitatus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius luteostipitatus";1;0;0;1;0;0;0;0;0;0;1;0;0;0;3
"Marasmius macrolobieti";1;0;0;1;0;0;0;0;0;0;1;0;0;0;3
"Marasmius mengoensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius mesosporus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius minutoides";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius minutoides var. minutoides";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius neosessilis";1;0;0;1;0;0;1;0;0;0;1;0;0;0;4
"Marasmius nigrobrunneus";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Marasmius nodulocystis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius ochropus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius pahouinensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Marasmius palmivorus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius paspali";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Marasmius piperodora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmius pleurotoides";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Marasmius portentosus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius pulcherripes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius pygmaeus";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Marasmius rotalis";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Marasmius rotula";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Marasmius siccus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius sierraleonis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Marasmius spaniophyllus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmius subarborescens";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Marasmius subrotula";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Marasmius subruforotula";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Marasmius tanougouensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Marasmius tenuisetulosus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Marasmius tenuissimus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius togoensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Marasmius umbrinus";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Marasmius violaceoides";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Marasmius witteanus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Marasmius xestocephalus";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Marasmius zenkeri";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Massaria immersa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Massarina igniaria";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Masseeella flueggeae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Matsusporium tropicale";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Mazosia longispora";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mazosia melanophthalma";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mazosia phyllosema";0;0;0;0;1;0;1;0;0;0;1;0;0;0;3
"Mazosia praemorsa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mazosia pseudobambusae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mazosia rotula";0;0;0;0;1;0;0;1;0;0;1;0;0;0;3
"Mazosia rubropunctata";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Medicopsis romeroi";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Megacollybia platyphylla";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Megalocystidium luteocystidiatum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Megalodochium palmicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Megasporoporia bannaensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Megasporoporia setulosa";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Mehtamyces stereospermi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Melampsora euphorbiae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Melanconiopsis africana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Melanconium elaeidis";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Melanconium moreaui";0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
"Melanconium palmarum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Melanocarpus oblatus";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Melanographium citri";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Melanographium cookei";1;0;0;1;0;0;1;0;0;0;0;0;1;1;5
"Melanomma glumarum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Melanophyllum haematospermum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Melanospora pampeana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Melanospora zamiae";0;1;0;1;0;0;0;0;0;0;0;0;0;0;2
"Melanotheca nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Melanotheca porosa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola achyrospermi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola aethiops";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Meliola africana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola albiziae";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Meliola alstoniae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola alstoniicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola amaraliae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola ambigua";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola amphigena";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola anisophylleae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola annonae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola anthospermi";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola baisseae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola baphiae-nitidae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola baphiae-polygalaceae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola berliniae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola bicornis";0;0;0;1;1;0;0;0;0;0;1;0;1;0;4
"Meliola bonamiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola borneensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola bougheyana";0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"Meliola brevidentata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola brillantaisiae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola busogensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola butyrospermi";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola caesalpiniae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola calami";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola capensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola carapae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola cardiospermi";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola carissae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola carpolobiicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola celtidis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola chlorophorae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola cissampeli";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola cissi";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola cissi-caesiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola cissi-productae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola clavulata";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola clerodendri";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola clerodendricola";1;0;0;1;0;0;0;0;0;0;0;0;1;0;3
"Meliola coffeae";0;0;0;1;0;0;1;0;0;0;0;0;1;1;4
"Meliola colae-simiarum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola congoensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola cookeana";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Meliola copaiferae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola crotonis-nigritani";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola cryptica";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Meliola danielliae";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Meliola deformis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola deinbolliae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola densa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola desmodii-laxiflori";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola dioscoreae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola dioscoreicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola diospyri";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola disciseta";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Meliola dissotidis";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Meliola dracaenicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola elaeidis";1;0;0;1;1;0;1;0;0;0;1;0;1;0;6
"Meliola englerinae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola entadae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola entadicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola erythrophlei";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Meliola eugeniae-calophylloidis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola fagarae";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Meliola garciniae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola gemellipoda";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola geniculata";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola gliricidiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola golaensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola gouaniae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola groteana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola hannoae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola hendrickxii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola hippocrateicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola hirsuta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola holarrhenicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola homalanthi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola homaliicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola homalii-dolichophylli";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola hughesiana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola hugoniae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola hymenocardiae";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Meliola hypselodelphidis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola hyptidis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola imperspicua";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola incompta";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola interrupta";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola janeirensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola jasmini";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola jasminicola";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Meliola kawandensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola khayae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola kibirae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola koniaensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola koriensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola kuprensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola landolphiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola landolphiicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola leonensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola linacearum";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola lippiae";1;0;0;1;0;0;0;0;0;0;0;0;1;0;3
"Meliola littoralis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola longiseta";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola loranthi";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola lychnodisci";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola mabirensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola maesobotryae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola malacotricha";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola malouetiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola mangiferae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Meliola manotis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola mauritiae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola mezoneuri";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola micropoda";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola microspora";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola millettiae-chrysophyllae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola millettiae-rhodanthae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola millettiae-sanaganae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola mitragynicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola monodorae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola motandrae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola mucunae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola napoleonae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola newbouldiae";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Meliola ochnae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola ochthocosmi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola ochthocosmicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola octoknemae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola olacis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola opposita";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola ormocarpi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola ostryoderridis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola ourateae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola palmicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola pandanicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola panici";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Meliola papayae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola paulliniae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola pericampyli";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola perpusilla";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
